Ville,Année,Mois,Ventes,Volume,PrixMedian,Stock
Brownsville,2011,3,67,8479915,113800,797
Brownsville,2011,4,66,7316141,83300,773
Brownsville,2011,5,50,6222100,98300,810
Brownsville,2011,6,76,8432399,91200,803
Brownsville,2011,7,47,4807019,91200,749
Brownsville,2011,8,78,11334939,117100,793
Brownsville,2011,9,72,7644485,85700,760
Brownsville,2011,10,53,5268850,85600,762
Brownsville,2011,11,58,7013539,95000,768
Brownsville,2011,12,39,4203440,86800,726
Brownsville,2012,1,43,3892348,85000,791
Brownsville,2012,2,53,6276572,93800,773
Brownsville,2012,3,27,2976148,93800,734
Brownsville,2012,4,84,9072450,87100,791
Brownsville,2012,5,79,10671594,115000,803
Brownsville,2012,6,55,6298550,81700,812
Brownsville,2012,7,61,6777114,90800,842
Brownsville,2012,8,78,9695653,104600,816
Brownsville,2012,9,57,6334975,99000,773
Brownsville,2012,10,74,10198193,107300,779
Brownsville,2012,11,41,5115393,99000,807
Brownsville,2012,12,63,9449710,121400,785
Brownsville,2013,1,59,6731346,101400,835
Brownsville,2013,2,50,5488160,92000,816
Brownsville,2013,3,67,8004982,100900,809
Brownsville,2013,4,69,10085188,88300,832
Brownsville,2013,5,74,9577111,116700,800
Brownsville,2013,6,88,10367770,100000,827
Brownsville,2013,7,67,8501702,89600,831
Brownsville,2013,8,74,10201100,104400,837
Brownsville,2013,9,57,7170871,93800,820
Brownsville,2013,10,62,7339800,100000,840
Brownsville,2013,11,38,4824930,108000,859
Brownsville,2013,12,69,10672980,120900,790
Brownsville,2014,1,50,4916200,86700,831
Brownsville,2014,2,58,7528256,109100,839
Brownsville,2014,3,68,7819949,102700,786
Brownsville,2014,4,70,8181025,111400,806
Brownsville,2014,5,81,13827340,107100,794
Brownsville,2014,6,70,8675631,120000,788
Brownsville,2014,7,88,12258066,120000,793
Brownsville,2014,8,82,9679399,104400,752
Brownsville,2014,9,72,9332740,120000,761
Brownsville,2014,10,80,12055336,112000,750
Brownsville,2014,11,55,7395731,121200,745
Brownsville,2014,12,54,6913618,96700,696
Brownsville,2015,1,41,5400796,97000,733
Brownsville,2015,2,55,7338875,110000,735
Brownsville,2015,3,67,7675775,97500,711
Brownsville,2015,4,82,9475527,94000,724
Brownsville,2015,5,76,11895047,130000,725
Brownsville,2015,6,82,11833474,115000,744
Brownsville,2015,7,NA,NA,NA,NA
Bryan-College Station,2000,1,61,5615000,77900,498
Bryan-College Station,2000,2,69,7300000,89500,534
Bryan-College Station,2000,3,108,13600000,113300,561
Bryan-College Station,2000,4,107,12555000,102800,573
Bryan-College Station,2000,5,165,19195000,102800,585
Bryan-College Station,2000,6,186,20270000,95600,585
Bryan-College Station,2000,7,160,20680000,110800,588
Bryan-College Station,2000,8,176,20515000,94100,568
Bryan-College Station,2000,9,93,12130000,113200,598
Bryan-College Station,2000,10,64,8375000,108600,572
Bryan-College Station,2000,11,77,9920000,119000,571
Bryan-College Station,2000,12,90,10670000,106200,486
Bryan-College Station,2001,1,55,7195000,121000,611
Bryan-College Station,2001,2,80,10875000,120000,644
Bryan-College Station,2001,3,108,13870000,115800,704
Bryan-College Station,2001,4,133,15800000,112600,801
Bryan-College Station,2001,5,168,22305000,120600,689
Bryan-College Station,2001,6,159,18920000,109600,826
Bryan-College Station,2001,7,223,29890000,118100,761
Bryan-College Station,2001,8,206,28130000,119000,716
Bryan-College Station,2001,9,64,9480000,126700,710
Bryan-College Station,2001,10,76,9570000,116700,708
Bryan-College Station,2001,11,103,13865000,113500,677
Bryan-College Station,2001,12,83,10670000,111000,670
Bryan-College Station,2002,1,86,11340000,118600,707
Bryan-College Station,2002,2,82,10925000,112900,739
Bryan-College Station,2002,3,109,14745000,119600,826
Bryan-College Station,2002,4,132,15950000,108600,811
Bryan-College Station,2002,5,222,26935000,111100,805
Bryan-College Station,2002,6,180,25265000,115200,747
Bryan-College Station,2002,7,201,26070000,116800,768
Bryan-College Station,2002,8,224,28995000,115600,741
Bryan-College Station,2002,9,108,13460000,117300,800
Bryan-College Station,2002,10,74,10795000,129500,774
Bryan-College Station,2002,11,77,10420000,126900,764
Bryan-College Station,2002,12,106,13860000,114100,733
Bryan-College Station,2003,1,77,10545000,126500,771
Bryan-College Station,2003,2,99,14090000,125000,856
Bryan-College Station,2003,3,109,14300000,126500,974
Bryan-College Station,2003,4,133,17815000,123900,1005
Bryan-College Station,2003,5,201,27040000,124100,1034
Bryan-College Station,2003,6,228,31760000,121800,1024
Bryan-College Station,2003,7,253,34705000,118100,1035
Bryan-College Station,2003,8,259,35295000,124600,1011
Bryan-College Station,2003,9,145,19575000,122100,1030
Bryan-College Station,2003,10,111,15125000,126800,1185
Bryan-College Station,2003,11,125,17575000,121900,993
Bryan-College Station,2003,12,136,17405000,121800,990
Bryan-College Station,2004,1,101,13205000,115300,1076
Bryan-College Station,2004,2,104,13920000,122500,1177
Bryan-College Station,2004,3,135,18720000,122700,1252
Bryan-College Station,2004,4,178,23055000,116600,1212
Bryan-College Station,2004,5,245,35255000,129300,1190
Bryan-College Station,2004,6,261,36455000,121300,1209
Bryan-College Station,2004,7,292,40540000,121800,1150
Bryan-College Station,2004,8,252,38990000,130000,1140
Bryan-College Station,2004,9,140,18945000,122400,1128
Bryan-College Station,2004,10,126,18070000,131100,1193
Bryan-College Station,2004,11,134,18605000,126400,1109
Bryan-College Station,2004,12,149,19185000,119500,1048
Bryan-College Station,2005,1,107,15050000,126400,1096
Bryan-College Station,2005,2,114,18070000,136400,1173
Bryan-College Station,2005,3,144,18595000,120000,1271
Bryan-College Station,2005,4,216,27715000,121000,1281
Bryan-College Station,2005,5,240,33690000,125900,1255
Bryan-College Station,2005,6,296,44235000,130900,1252
Bryan-College Station,2005,7,301,43995000,125900,1172
Bryan-College Station,2005,8,269,40260000,134400,1126
Bryan-College Station,2005,9,148,22610000,134600,1072
Bryan-College Station,2005,10,119,17075000,134200,1106
Bryan-College Station,2005,11,118,17260000,133300,1115
Bryan-College Station,2005,12,149,22875000,139500,1064
Bryan-College Station,2006,1,104,15880000,132700,1178
Bryan-College Station,2006,2,115,16290000,133800,1213
Bryan-College Station,2006,3,206,29730000,125600,1327
Bryan-College Station,2006,4,239,33725000,133100,1300
Bryan-College Station,2006,5,328,47440000,129300,1326
Bryan-College Station,2006,6,324,52200000,138300,1308
Bryan-College Station,2006,7,282,41845000,136100,1262
Bryan-College Station,2006,8,319,52095000,140200,1254
Bryan-College Station,2006,9,161,25610000,136300,1182
Bryan-College Station,2006,10,197,31175000,134200,1169
Bryan-College Station,2006,11,143,23570000,139500,1191
Bryan-College Station,2006,12,162,24665000,140000,1121
Bryan-College Station,2007,1,124,18170000,130800,1116
Bryan-College Station,2007,2,142,23120000,133100,1190
Bryan-College Station,2007,3,182,29200000,137100,1346
Bryan-College Station,2007,4,230,37980000,147900,1356
Bryan-College Station,2007,5,305,48480000,138800,1344
Bryan-College Station,2007,6,332,53430000,140400,1297
Bryan-College Station,2007,7,303,49425000,137200,1161
Bryan-College Station,2007,8,318,52110000,144800,1217
Bryan-College Station,2007,9,135,20925000,137100,1165
Bryan-College Station,2007,10,126,20700000,137500,1243
Bryan-College Station,2007,11,137,21640000,132500,1221
Bryan-College Station,2007,12,180,29360000,138700,1085
Bryan-College Station,2008,1,115,17200000,134500,1165
Bryan-College Station,2008,2,122,19875000,129600,1351
Bryan-College Station,2008,3,177,28845000,139700,1407
Bryan-College Station,2008,4,253,42535000,143200,1355
Bryan-College Station,2008,5,333,52315000,139200,1333
Bryan-College Station,2008,6,308,51760000,144400,1181
Bryan-College Station,2008,7,358,61625000,154500,1218
Bryan-College Station,2008,8,293,52620000,150700,1139
Bryan-College Station,2008,9,145,23850000,141300,1135
Bryan-College Station,2008,10,126,20650000,148000,1057
Bryan-College Station,2008,11,105,16575000,139200,1051
Bryan-College Station,2008,12,136,24305000,148000,1031
Bryan-College Station,2009,1,87,15145000,155500,1111
Bryan-College Station,2009,2,91,15405000,139500,1188
Bryan-College Station,2009,3,151,24400000,151200,1265
Bryan-College Station,2009,4,183,28425000,142800,1272
Bryan-College Station,2009,5,266,45105000,149400,1254
Bryan-College Station,2009,6,300,50785000,149800,1253
Bryan-College Station,2009,7,304,49725000,151000,1233
Bryan-College Station,2009,8,249,42585000,147900,1222
Bryan-College Station,2009,9,128,21920000,152500,1243
Bryan-College Station,2009,10,144,25607134,148800,1216
Bryan-College Station,2009,11,148,24835261,149300,1175
Bryan-College Station,2009,12,133,23518518,157200,1114
Bryan-College Station,2010,1,89,15151050,151900,1298
Bryan-College Station,2010,2,107,19685773,165300,1439
Bryan-College Station,2010,3,176,29116953,148300,1577
Bryan-College Station,2010,4,233,38691043,151000,1984
Bryan-College Station,2010,5,282,45529835,150200,1613
Bryan-College Station,2010,6,286,47453045,151700,1588
Bryan-College Station,2010,7,189,30773396,152200,1646
Bryan-College Station,2010,8,196,34057267,148500,1599
Bryan-College Station,2010,9,122,22982958,149300,1549
Bryan-College Station,2010,10,100,17568112,161400,1530
Bryan-College Station,2010,11,101,20301050,159300,1510
Bryan-College Station,2010,12,130,23463919,153300,1416
Bryan-College Station,2011,1,94,15242335,147700,1480
Bryan-College Station,2011,2,101,16125368,148500,1562
Bryan-College Station,2011,3,162,26891333,152100,1723
Bryan-College Station,2011,4,186,31683630,151200,1833
Bryan-College Station,2011,5,238,40305840,148900,1840
Bryan-College Station,2011,6,284,47776184,149400,1758
Bryan-College Station,2011,7,244,42941203,148700,1662
Bryan-College Station,2011,8,196,31667153,146700,1581
Bryan-College Station,2011,9,131,23916205,156400,1536
Bryan-College Station,2011,10,114,21533990,157300,1492
Bryan-College Station,2011,11,124,24228294,156200,1445
Bryan-College Station,2011,12,135,24859758,153900,1362
Bryan-College Station,2012,1,115,20634783,140700,1486
Bryan-College Station,2012,2,124,19788800,152000,1634
Bryan-College Station,2012,3,149,26643942,154300,1806
Bryan-College Station,2012,4,193,35334793,156600,1834
Bryan-College Station,2012,5,294,51715769,153100,1793
Bryan-College Station,2012,6,293,50348419,149300,1734
Bryan-College Station,2012,7,292,52928291,154400,1669
Bryan-College Station,2012,8,296,55447814,159700,1518
Bryan-College Station,2012,9,149,28433703,170000,1498
Bryan-College Station,2012,10,163,31263079,155200,1458
Bryan-College Station,2012,11,159,28881595,149100,1442
Bryan-College Station,2012,12,134,22886684,148400,1442
Bryan-College Station,2013,1,141,26961175,155500,1486
Bryan-College Station,2013,2,125,18976762,146900,1599
Bryan-College Station,2013,3,187,33859431,161000,1750
Bryan-College Station,2013,4,267,51056250,158200,1680
Bryan-College Station,2013,5,341,68161256,161200,1581
Bryan-College Station,2013,6,357,69643093,163700,1462
Bryan-College Station,2013,7,402,76115910,161000,1385
Bryan-College Station,2013,8,328,63759360,166100,1385
Bryan-College Station,2013,9,186,35220141,156500,1201
Bryan-College Station,2013,10,164,32813858,167300,1155
Bryan-College Station,2013,11,166,29754064,156500,1132
Bryan-College Station,2013,12,190,35168785,158800,1057
Bryan-College Station,2014,1,152,29457300,155300,1199
Bryan-College Station,2014,2,171,33326264,168500,1218
Bryan-College Station,2014,3,275,50403677,155300,1261
Bryan-College Station,2014,4,303,60581421,169500,1271
Bryan-College Station,2014,5,353,71456404,165200,1212
Bryan-College Station,2014,6,377,77983319,169600,1152
Bryan-College Station,2014,7,403,83546871,172600,1041
Bryan-College Station,2014,8,298,60638705,172200,1016
Bryan-College Station,2014,9,204,42420126,180000,1022
Bryan-College Station,2014,10,218,46484824,176100,1031
Bryan-College Station,2014,11,169,34902867,172800,973
Bryan-College Station,2014,12,200,42553034,177300,882
Bryan-College Station,2015,1,173,38204866,189300,988
Bryan-College Station,2015,2,202,41420584,173100,925
Bryan-College Station,2015,3,321,67643518,179700,922
Bryan-College Station,2015,4,285,66006889,183200,958
Bryan-College Station,2015,5,387,78769642,177300,956
Bryan-College Station,2015,6,403,84025416,187400,939
Bryan-College Station,2015,7,414,90432362,190700,894
Collin County,2000,1,464,94788821,158700,2844
Collin County,2000,2,668,128636804,152300,2950
Collin County,2000,3,849,166190923,156600,3092
Collin County,2000,4,847,165262688,159500,3124
Collin County,2000,5,1031,204977080,167600,3206
Collin County,2000,6,1075,211016981,167600,3305
Collin County,2000,7,1007,204537519,169700,3242
Collin County,2000,8,969,193039110,164000,3156
Collin County,2000,9,797,156116915,162400,3274
Collin County,2000,10,804,161510049,170500,3306
Collin County,2000,11,745,154976371,168700,3169
Collin County,2000,12,744,153922156,166700,3206
Collin County,2001,1,534,102567674,165900,3494
Collin County,2001,2,750,153984966,166600,3579
Collin County,2001,3,1026,210545677,169700,3685
Collin County,2001,4,933,187839341,169200,3912
Collin County,2001,5,1061,215090297,170800,4106
Collin County,2001,6,1218,257026479,174600,4066
Collin County,2001,7,1116,237504332,175900,4125
Collin County,2001,8,1109,228798766,173400,4059
Collin County,2001,9,820,171708750,175600,4242
Collin County,2001,10,775,154379784,169800,4340
Collin County,2001,11,784,159685906,173300,4208
Collin County,2001,12,793,161924267,173200,3930
Collin County,2002,1,668,141339256,174200,4081
Collin County,2002,2,816,169666943,174100,4337
Collin County,2002,3,904,187091668,173900,4475
Collin County,2002,4,950,205162970,176800,4770
Collin County,2002,5,1148,258215407,179100,5011
Collin County,2002,6,1017,218997260,180300,5092
Collin County,2002,7,1019,222282465,177300,5454
Collin County,2002,8,960,205329191,175700,5438
Collin County,2002,9,818,171838403,175800,5687
Collin County,2002,10,849,175146594,173800,5577
Collin County,2002,11,798,166000357,172800,5405
Collin County,2002,12,867,191060153,182500,5095
Collin County,2003,1,655,134186099,172100,5591
Collin County,2003,2,742,158794994,170700,5845
Collin County,2003,3,1031,217759837,171000,6032
Collin County,2003,4,912,192280785,172800,6367
Collin County,2003,5,1081,233979259,173700,6388
Collin County,2003,6,1250,274407394,180300,6337
Collin County,2003,7,1280,274639086,179000,6291
Collin County,2003,8,1189,254035889,178100,6064
Collin County,2003,9,960,213150673,181900,5956
Collin County,2003,10,930,195157140,175900,5726
Collin County,2003,11,762,162355237,174700,5566
Collin County,2003,12,1017,224578835,177400,5319
Collin County,2004,1,647,130693649,169600,5638
Collin County,2004,2,773,172253684,175400,5798
Collin County,2004,3,1130,244063982,175500,5993
Collin County,2004,4,1182,260147814,174200,6224
Collin County,2004,5,1259,283754094,175800,6407
Collin County,2004,6,1356,304792203,183200,6373
Collin County,2004,7,1354,303770155,184200,6199
Collin County,2004,8,1291,282120104,182600,6182
Collin County,2004,9,1041,228661767,177700,6066
Collin County,2004,10,978,216006082,185900,5788
Collin County,2004,11,914,194556851,176300,5606
Collin County,2004,12,1035,227909020,176600,5156
Collin County,2005,1,667,139666893,170700,5582
Collin County,2005,2,904,198061838,177700,5907
Collin County,2005,3,1333,296226936,176600,6099
Collin County,2005,4,1300,300809553,183500,6425
Collin County,2005,5,1351,309640859,183600,6499
Collin County,2005,6,1605,372382573,186400,6510
Collin County,2005,7,1615,372359698,184900,6350
Collin County,2005,8,1578,372645154,191400,NA
Collin County,2005,9,1353,303837133,184200,5716
Collin County,2005,10,1230,277045260,177200,5574
Collin County,2005,11,1139,267822168,192800,5381
Collin County,2005,12,1133,268536367,188000,5003
Collin County,2006,1,806,191563021,186300,5372
Collin County,2006,2,1083,248724121,184000,5607
Collin County,2006,3,1417,325449634,183100,6082
Collin County,2006,4,1270,287676517,186200,6429
Collin County,2006,5,1678,401770417,198100,6563
Collin County,2006,6,1818,450257932,201600,6677
Collin County,2006,7,1553,375081509,200500,6891
Collin County,2006,8,1579,381813760,193400,6676
Collin County,2006,9,1180,277673002,189800,6853
Collin County,2006,10,1192,290060009,191500,6691
Collin County,2006,11,1069,262129918,192800,6488
Collin County,2006,12,1150,285056999,197200,6125
Collin County,2007,1,830,198945910,188000,6446
Collin County,2007,2,1005,231755119,188100,6817
Collin County,2007,3,1366,332251913,196900,7468
Collin County,2007,4,1242,306587982,195900,7912
Collin County,2007,5,1460,365270249,205800,8091
Collin County,2007,6,1625,432744140,213400,8152
Collin County,2007,7,1476,368794103,204200,7981
Collin County,2007,8,1486,374291932,210000,7664
Collin County,2007,9,1011,243360411,197300,7695
Collin County,2007,10,1016,244180901,196000,7377
Collin County,2007,11,954,244750789,205900,6983
Collin County,2007,12,908,224546524,196600,6218
Collin County,2008,1,733,173570438,195600,6526
Collin County,2008,2,928,223515378,197300,6759
Collin County,2008,3,1143,291871904,203000,7106
Collin County,2008,4,1123,291164840,209500,7290
Collin County,2008,5,1283,327837305,207200,7043
Collin County,2008,6,1378,347502195,201800,7059
Collin County,2008,7,1311,334103942,211300,6767
Collin County,2008,8,1191,304556036,212200,6258
Collin County,2008,9,1013,244147070,194600,6045
Collin County,2008,10,888,227426326,204400,5832
Collin County,2008,11,587,140401559,193000,5635
Collin County,2008,12,772,187907853,200300,5083
Collin County,2009,1,558,129641050,188600,5209
Collin County,2009,2,716,176239743,199100,5457
Collin County,2009,3,919,215896487,194200,5646
Collin County,2009,4,914,218686218,198000,5742
Collin County,2009,5,1011,246984261,208100,5808
Collin County,2009,6,1253,310698010,207200,5201
Collin County,2009,7,1277,314347788,208700,5099
Collin County,2009,8,1140,276611043,201800,4858
Collin County,2009,9,1049,240633427,194300,4544
Collin County,2009,10,1060,240641188,193600,4362
Collin County,2009,11,901,201664155,186800,4260
Collin County,2009,12,803,194294120,206800,3993
Collin County,2010,1,485,118404909,193200,4331
Collin County,2010,2,666,159161574,196600,4658
Collin County,2010,3,1036,243513483,197000,4967
Collin County,2010,4,1254,290057387,193400,5041
Collin County,2010,5,1208,288848795,198700,5331
Collin County,2010,6,1160,303812397,223100,5623
Collin County,2010,7,919,235802350,224700,5925
Collin County,2010,8,919,227967945,217500,5755
Collin County,2010,9,763,186949613,210300,5541
Collin County,2010,10,746,183144964,205700,5253
Collin County,2010,11,722,192187487,219000,4958
Collin County,2010,12,825,206850539,210400,4467
Collin County,2011,1,560,134388537,196200,4461
Collin County,2011,2,647,162549808,207100,4546
Collin County,2011,3,924,229609824,201100,4730
Collin County,2011,4,1022,250282362,212700,5044
Collin County,2011,5,1017,255923386,207700,5012
Collin County,2011,6,1273,323629919,213100,5060
Collin County,2011,7,1103,282570620,218100,4837
Collin County,2011,8,1211,307435388,214600,4416
Collin County,2011,9,938,235191630,214800,4143
Collin County,2011,10,834,201251421,205700,3942
Collin County,2011,11,771,182294552,194400,3665
Collin County,2011,12,864,216697246,207000,3228
Collin County,2012,1,653,162853194,203700,3255
Collin County,2012,2,780,190639691,208300,3452
Collin County,2012,3,1079,254906858,202300,3577
Collin County,2012,4,1096,282426327,218500,3552
Collin County,2012,5,1360,360611091,217000,3598
Collin County,2012,6,1484,392822643,221200,3596
Collin County,2012,7,1330,339340039,223900,3605
Collin County,2012,8,1374,352918790,219000,3423
Collin County,2012,9,1111,287612024,220300,3251
Collin County,2012,10,1076,278440575,213000,2978
Collin County,2012,11,1006,254902309,212200,2633
Collin County,2012,12,1015,261728642,224200,2324
Collin County,2013,1,774,197746311,224100,2303
Collin County,2013,2,867,228942851,222100,2351
Collin County,2013,3,1342,358199071,228700,2372
Collin County,2013,4,1539,427409160,240200,2391
Collin County,2013,5,1697,486754799,243300,2487
Collin County,2013,6,1724,505828885,252600,2635
Collin County,2013,7,1779,497531661,241100,2748
Collin County,2013,8,1707,490240078,246000,2753
Collin County,2013,9,1369,383242216,239700,2577
Collin County,2013,10,1167,323625072,238800,2384
Collin County,2013,11,1066,302281356,242600,2179
Collin County,2013,12,1126,320528906,251100,1892
Collin County,2014,1,785,208055429,233500,1961
Collin County,2014,2,974,284595888,257000,2026
Collin County,2014,3,1200,364274831,259500,2048
Collin County,2014,4,1314,402425346,257400,2219
Collin County,2014,5,1585,475265082,261500,2417
Collin County,2014,6,1786,553500560,271600,2417
Collin County,2014,7,1784,557122394,271500,2518
Collin County,2014,8,1689,524952374,268500,2493
Collin County,2014,9,1381,413231117,256500,2345
Collin County,2014,10,1318,405247577,263400,2250
Collin County,2014,11,1033,320549660,267000,2038
Collin County,2014,12,1235,381109772,272200,1788
Collin County,2015,1,776,242496585,268000,1780
Collin County,2015,2,938,300904769,283400,1817
Collin County,2015,3,1258,413242198,285800,1811
Collin County,2015,4,1391,456997967,291400,2018
Collin County,2015,5,1572,544545110,304200,2220
Collin County,2015,6,1789,614959441,300400,2314
Collin County,2015,7,1861,613669702,292600,2809
Corpus Christi,2000,1,182,17665000,78500,2510
Corpus Christi,2000,2,219,20240000,78700,2534
Corpus Christi,2000,3,351,36255000,85500,2591
Corpus Christi,2000,4,288,28915000,80000,2631
Corpus Christi,2000,5,317,34565000,90200,2651
Corpus Christi,2000,6,339,37750000,93600,2632
Corpus Christi,2000,7,287,31185000,90700,2687
Corpus Christi,2000,8,398,40670000,85400,2232
Corpus Christi,2000,9,307,31300000,86100,2529
Corpus Christi,2000,10,274,26645000,82600,2471
Corpus Christi,2000,11,259,25415411,NA,2051
Corpus Christi,2000,12,220,24130000,90000,2360
Corpus Christi,2001,1,202,19335000,86500,2490
Corpus Christi,2001,2,277,29210000,85300,2524
Corpus Christi,2001,3,297,30045000,84600,2550
Corpus Christi,2001,4,332,34435000,85200,2607
Corpus Christi,2001,5,317,34565000,90100,2529
Corpus Christi,2001,6,384,42100000,91200,2482
Corpus Christi,2001,7,326,35040000,89100,2433
Corpus Christi,2001,8,373,40570000,92100,2310
Corpus Christi,2001,9,255,26275000,88400,1827
Corpus Christi,2001,10,213,26295000,92800,1760
Corpus Christi,2001,11,277,30375000,89500,1665
Corpus Christi,2001,12,264,30125000,93300,1570
Corpus Christi,2002,1,243,25905000,92300,1586
Corpus Christi,2002,2,271,29555000,91300,1531
Corpus Christi,2002,3,270,27070000,85000,1475
Corpus Christi,2002,4,310,34805000,93000,1550
Corpus Christi,2002,5,405,43905000,90900,NA
Corpus Christi,2002,6,332,38020000,95800,1467
Corpus Christi,2002,7,363,40015000,95600,1397
Corpus Christi,2002,8,353,40345000,93300,1370
Corpus Christi,2002,9,320,34910000,93600,1472
Corpus Christi,2002,10,306,34500000,93900,1515
Corpus Christi,2002,11,275,31335000,95600,1530
Corpus Christi,2002,12,322,37405000,100000,1428
Corpus Christi,2003,1,234,25655000,93300,NA
Corpus Christi,2003,2,294,32970000,93300,1503
Corpus Christi,2003,3,336,39295000,99200,1544
Corpus Christi,2003,4,379,42720000,98800,1624
Corpus Christi,2003,5,361,45130000,103200,1684
Corpus Christi,2003,6,400,52690000,107000,1664
Corpus Christi,2003,7,396,48250000,107600,1681
Corpus Christi,2003,8,446,56195000,108200,1646
Corpus Christi,2003,9,371,44455000,102300,1662
Corpus Christi,2003,10,364,42470000,97600,1731
Corpus Christi,2003,11,288,34950000,104800,1758
Corpus Christi,2003,12,329,42015000,104700,1693
Corpus Christi,2004,1,255,29970000,99100,1727
Corpus Christi,2004,2,320,38180000,98900,1712
Corpus Christi,2004,3,454,59805000,112900,1753
Corpus Christi,2004,4,417,52300000,104800,1710
Corpus Christi,2004,5,421,56860000,116800,1727
Corpus Christi,2004,6,468,65745000,118600,1751
Corpus Christi,2004,7,465,60420000,116700,1821
Corpus Christi,2004,8,463,63050000,114400,1756
Corpus Christi,2004,9,398,53620000,118900,1783
Corpus Christi,2004,10,383,51525000,116600,1791
Corpus Christi,2004,11,336,47135000,120000,1628
Corpus Christi,2004,12,365,47970000,113900,1728
Corpus Christi,2005,1,272,37205000,112600,1793
Corpus Christi,2005,2,336,48375000,120000,2440
Corpus Christi,2005,3,389,54310000,116800,2542
Corpus Christi,2005,4,385,51550000,115800,1750
Corpus Christi,2005,5,457,66160000,122900,1809
Corpus Christi,2005,6,527,81105000,129300,1783
Corpus Christi,2005,7,515,77795000,127400,1823
Corpus Christi,2005,8,498,78340000,130900,1830
Corpus Christi,2005,9,396,58895000,127000,1923
Corpus Christi,2005,10,410,60315000,127900,2058
Corpus Christi,2005,11,315,49485000,136300,2016
Corpus Christi,2005,12,394,57455000,130200,2082
Corpus Christi,2006,1,277,40265000,126900,2089
Corpus Christi,2006,2,377,58390000,125600,2193
Corpus Christi,2006,3,477,69005000,127900,2308
Corpus Christi,2006,4,431,69265000,131600,2756
Corpus Christi,2006,5,513,79550000,132000,2581
Corpus Christi,2006,6,565,88945000,136300,2727
Corpus Christi,2006,7,455,72620000,134300,2818
Corpus Christi,2006,8,506,78820000,128600,2862
Corpus Christi,2006,9,430,65090000,127600,2833
Corpus Christi,2006,10,408,59570000,125600,2826
Corpus Christi,2006,11,365,54940000,129800,2762
Corpus Christi,2006,12,388,59380000,135000,2718
Corpus Christi,2007,1,280,42858267,132700,2713
Corpus Christi,2007,2,358,52133866,122000,2781
Corpus Christi,2007,3,443,74619940,136400,2953
Corpus Christi,2007,4,380,57996494,133300,3091
Corpus Christi,2007,5,442,71270252,132700,3159
Corpus Christi,2007,6,433,72881251,143200,2425
Corpus Christi,2007,7,473,79533597,141000,3245
Corpus Christi,2007,8,425,72398917,146400,3243
Corpus Christi,2007,9,298,46080545,134900,3276
Corpus Christi,2007,10,365,61560750,143300,3192
Corpus Christi,2007,11,324,51639406,130000,3084
Corpus Christi,2007,12,289,47815670,139300,2951
Corpus Christi,2008,1,248,37913488,127700,2891
Corpus Christi,2008,2,284,45098053,136700,3007
Corpus Christi,2008,3,320,55165185,144300,3121
Corpus Christi,2008,4,353,58883327,147900,3110
Corpus Christi,2008,5,386,65589576,NA,3258
Corpus Christi,2008,6,393,65130000,143500,3150
Corpus Christi,2008,7,372,62105000,146800,3071
Corpus Christi,2008,8,377,60640000,135800,3115
Corpus Christi,2008,9,309,50974182,138100,3102
Corpus Christi,2008,10,255,42967125,139200,3056
Corpus Christi,2008,11,223,33321310,130500,3000
Corpus Christi,2008,12,253,36922702,133100,2971
Corpus Christi,2009,1,178,26518789,129600,2842
Corpus Christi,2009,2,235,34090000,133800,2842
Corpus Christi,2009,3,283,41741772,122200,2850
Corpus Christi,2009,4,283,41315000,122200,2900
Corpus Christi,2009,5,298,48473022,133700,2939
Corpus Christi,2009,6,372,59297003,140000,2967
Corpus Christi,2009,7,306,48870874,138700,2991
Corpus Christi,2009,8,318,50840000,138100,3168
Corpus Christi,2009,9,271,43168802,144100,3005
Corpus Christi,2009,10,317,47219137,135300,3005
Corpus Christi,2009,11,310,48185362,138400,2969
Corpus Christi,2009,12,273,45841766,136900,2895
Corpus Christi,2010,1,158,22214818,125900,2688
Corpus Christi,2010,2,231,32738198,119700,2768
Corpus Christi,2010,3,302,47526182,137600,2816
Corpus Christi,2010,4,351,52816305,138000,NA
Corpus Christi,2010,5,339,57297054,133100,2966
Corpus Christi,2010,6,361,56136687,143000,3085
Corpus Christi,2010,7,276,45479194,135000,3146
Corpus Christi,2010,8,317,52966363,148500,3266
Corpus Christi,2010,9,256,39326777,137100,3213
Corpus Christi,2010,10,238,35254886,134200,2990
Corpus Christi,2010,11,348,36810227,138400,2990
Corpus Christi,2010,12,268,46232126,138400,2942
Corpus Christi,2011,1,175,24560371,128500,2834
Corpus Christi,2011,2,181,27313203,143900,2814
Corpus Christi,2011,3,283,47001404,132400,2820
Corpus Christi,2011,4,285,44589025,133600,NA
Corpus Christi,2011,5,289,43664332,130800,2958
Corpus Christi,2011,6,347,54172618,139700,2904
Corpus Christi,2011,7,329,54068445,145900,2764
Corpus Christi,2011,8,383,60754506,135100,2508
Corpus Christi,2011,9,293,43455045,134600,2647
Corpus Christi,2011,10,267,40988405,128900,2619
Corpus Christi,2011,11,270,44667590,141500,2300
Corpus Christi,2011,12,294,49745084,138100,2357
Corpus Christi,2012,1,204,28911687,127100,2186
Corpus Christi,2012,2,261,41689138,137900,2209
Corpus Christi,2012,3,344,52866536,132200,2232
Corpus Christi,2012,4,337,63414940,139800,2186
Corpus Christi,2012,5,371,68647528,147600,2079
Corpus Christi,2012,6,437,77838239,144600,2095
